Strain,Method,Glycolysis(Serine through glycolysis)_true,Glycolysis(Serine through glycolysis)_pred,Glycolysis(Serine through glycolysis)_abs_error,Glycolysis(Serine through glycolysis)_ratio,Glycolysis(Serine through glycolysis)_rel_error,ED pathway(PYR through ED) _true,ED pathway(PYR through ED) _pred,ED pathway(PYR through ED) _abs_error,ED pathway(PYR through ED) _ratio,ED pathway(PYR through ED) _rel_error,"PP pathway(PEP through PP pathway, upper bound)  _true","PP pathway(PEP through PP pathway, upper bound)  _pred","PP pathway(PEP through PP pathway, upper bound)  _abs_error","PP pathway(PEP through PP pathway, upper bound)  _ratio","PP pathway(PEP through PP pathway, upper bound)  _rel_error",Gluco-neogenesis(PEP from oxaloacetate)_true,Gluco-neogenesis(PEP from oxaloacetate)_pred,Gluco-neogenesis(PEP from oxaloacetate)_abs_error,Gluco-neogenesis(PEP from oxaloacetate)_ratio,Gluco-neogenesis(PEP from oxaloacetate)_rel_error,"Gluco-neogenesis(PYR from MAL, upper bound)_true","Gluco-neogenesis(PYR from MAL, upper bound)_pred","Gluco-neogenesis(PYR from MAL, upper bound)_abs_error","Gluco-neogenesis(PYR from MAL, upper bound)_ratio","Gluco-neogenesis(PYR from MAL, upper bound)_rel_error","Gluco-neogenesis(PYR from MAL, lower bound)_true","Gluco-neogenesis(PYR from MAL, lower bound)_pred","Gluco-neogenesis(PYR from MAL, lower bound)_abs_error","Gluco-neogenesis(PYR from MAL, lower bound)_ratio","Gluco-neogenesis(PYR from MAL, lower bound)_rel_error",TCA cycle(Oxaloacetate through TCA cycle)_true,TCA cycle(Oxaloacetate through TCA cycle)_pred,TCA cycle(Oxaloacetate through TCA cycle)_abs_error,TCA cycle(Oxaloacetate through TCA cycle)_ratio,TCA cycle(Oxaloacetate through TCA cycle)_rel_error,cumulative_ratio,cumulative_diff,mean_absolute_error,mean_relative_error,rmse,n_pathways
Cra,FluxGen,0.78,0.0,0.78,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.2,0.016800635124922563,0.18319936487507746,0.0840031756246128,0.9159968243753872,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.24,0.2860024530538644,0.04600245305386441,1.191676887724435,0.19167688772443506,0.18224000904986398,0.16845740256127742,0.16845740256127742,0.8725248160142604,0.3055155439060822,7
CreB,FluxGen,0.78,0.24877622145220665,0.5312237785477933,0.3189438736566752,0.6810561263433248,0.06,0.0,0.06,0.0,1.0,0.19,0.016880111641629208,0.1731198883583708,0.08884269285068004,0.91115730714932,0.02,0.0,0.02,0.0,1.0,0.06,0.0019007917196084787,0.05809920828039152,0.031679861993474646,0.9683201380065254,0.02,0.0019007917196084787,0.01809920828039152,0.09503958598042393,0.904960414019576,0.32,0.3333333333333333,0.013333333333333308,1.0416666666666665,0.04166666666666659,0.22516752587827435,0.12483934525718295,0.12483934525718295,0.7867372360264876,0.21382572201303593,7
Crl,FluxGen,0.74,0.2368105714983352,0.5031894285016648,0.3200142858085611,0.6799857141914389,0.1,0.0,0.1,0.0,1.0,0.23,0.12140263966823604,0.10859736033176397,0.5278375637749393,0.4721624362250607,0.01,0.0,0.01,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.36,0.2506574510168909,0.10934254898310908,0.6962706972691415,0.3037293027308586,0.2205889352646631,0.13158990540236254,0.13158990540236254,0.7794110647353368,0.20436269601057774,7
Crp,FluxGen,0.74,0.24900512680741352,0.4909948731925865,0.33649341460461285,0.6635065853953872,0.07,0.0,0.07,0.0,1.0,0.27,0.013507244600663671,0.25649275539933636,0.05002683185430989,0.9499731681456901,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.27,0.2516631243245866,0.018336875675413422,0.932085645646617,0.06791435435338304,0.18837227030079137,0.13226064346676233,0.13226064346676233,0.8116277296992086,0.21233421771324948,7
CsgD,FluxGen,0.8,0.2325478232840181,0.5674521767159819,0.2906847791050226,0.7093152208949773,0.04,0.0,0.04,0.0,1.0,0.25,0.1591433866588191,0.09085661334118089,0.6365735466352764,0.36342645336472357,0.02,0.0,0.02,0.0,1.0,0.08,0.0,0.08,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.22573084380177452,0.06426915619822546,0.7783822200061191,0.2216177799938809,0.24366293510663115,0.12608256375076976,0.12608256375076976,0.7563370648933689,0.22141990537888695,7
CspA,FluxGen,0.75,0.24870384729181236,0.5012961527081876,0.33160512972241646,0.6683948702775835,0.08,0.0,0.08,0.0,1.0,0.2,0.0179690324386425,0.1820309675613575,0.0898451621932125,0.9101548378067875,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.34,0.26097951309446943,0.0790204869055306,0.7675868032190277,0.23241319678097233,0.1698624421620938,0.13176394388215368,0.13176394388215368,0.8301375578379061,0.20690831068793375,7
CysB,FluxGen,0.79,0.2337664471981424,0.5562335528018576,0.295906895187522,0.7040931048124779,0.08,0.0,0.08,0.0,1.0,0.21,0.14744981656389355,0.06255018343610644,0.7021419836375884,0.2978580163624116,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.28607823606695976,0.013921763933040232,0.9535941202231992,0.046405879776800774,0.2788061427211871,0.11038650002442918,0.11038650002442918,0.7211938572788129,0.21424355506941653,7
CytR,FluxGen,0.76,0.24865089600351628,0.5113491039964837,0.32717223158357406,0.6728277684164259,0.09,0.0,0.09,0.0,1.0,0.19,0.009388165561124784,0.1806118344388752,0.04941139769013044,0.9505886023098695,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.35,0.2747921596386472,0.07520784036135275,0.7851204561104207,0.2148795438895793,0.19361734756402085,0.12673839697095882,0.12673839697095882,0.8063826524359792,0.20988253862890652,7
DcuR,FluxGen,0.76,0.21076047182877963,0.5492395281712203,0.27731641030102583,0.7226835896989742,0.07,0.09729125434007706,0.02729125434007705,1.3898750620011007,0.38987506200110067,0.2,0.06493666991583225,0.13506333008416777,0.32468334957916123,0.6753166504208388,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.22935760385119366,0.05064239614880636,0.8191342994685488,0.1808657005314513,0.4015727316214052,0.11889092982061024,0.11889092982061024,0.7098201432360521,0.2155775058800752,7
ElbB,FluxGen,0.81,0.234737389655232,0.575262610344768,0.2897992464879407,0.7102007535120592,0.05,0.0,0.05,0.0,1.0,0.23,0.1389298397522373,0.09107016024776271,0.6040427815314665,0.3959572184685335,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.29690187450790223,0.00690187450790225,1.0237995672686284,0.02379956726862845,0.2739487993268622,0.11331923501434758,0.11331923501434758,0.7328510770356031,0.22183278155917108,7
EvgA,FluxGen,0.8,0.23598339650152123,0.5640166034984788,0.29497924562690153,0.7050207543730985,0.05,0.0,0.05,0.0,1.0,0.22,0.1267909845136862,0.0932090154863138,0.5763226568803919,0.4236773431196082,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.31024195786225495,0.05024195786225494,1.1932382994702113,0.1932382994702113,0.294934314568215,0.12106679669243538,0.12106679669243538,0.7602766281375598,0.2188694666167553,7
FadR,FluxGen,0.76,0.2388275519797992,0.5211724480202008,0.31424677892078845,0.6857532210792116,0.05,0.0,0.05,0.0,1.0,0.2,0.10369179143960058,0.09630820856039943,0.5184589571980028,0.4815410428019971,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.25759873744195894,0.05240126255804106,0.8309636691676094,0.16903633083239053,0.23766705789805725,0.11284027416266307,0.11284027416266307,0.7623329421019427,0.2028517699240222,7
FecI,FluxGen,0.72,0.23435017064878014,0.4856498293512198,0.32548634812330574,0.6745136518766942,0.09,0.0,0.09,0.0,1.0,0.2,0.14276643494400762,0.05723356505599239,0.713832174720038,0.28616782527996193,0.01,0.0,0.01,0.0,1.0,0.12,0.0,0.12,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.3,0.29010186754414474,0.009898132455855246,0.9670062251471492,0.03299377485285082,0.286617821141499,0.11611164669472393,0.11611164669472393,0.713382178858501,0.19399168271714312,7
FhlA,FluxGen,0.8,0.2506775447684458,0.5493224552315543,0.3133469309605572,0.6866530690394429,0.06,0.0,0.06,0.0,1.0,0.18,0.0,0.18,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.2920506353335939,0.012050635333593851,1.0430379833342638,0.04303798333426375,0.1937692734706887,0.12448187008073545,0.12448187008073545,0.8185272931962437,0.22038938839944378,7
Fis,FluxGen,0.79,0.23765808398453311,0.5523419160154669,0.30083301770194065,0.6991669822980593,0.04,0.0336501801629017,0.0063498198370983,0.8412545040725425,0.1587454959274575,0.2,0.017792276563828972,0.18220772343617103,0.08896138281914485,0.9110386171808551,0.01,0.0,0.01,0.0,1.0,0.09,0.0,0.09,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.25,0.29565357942082526,0.04565357942082526,1.182614317683301,0.18261431768330105,0.344809031753847,0.1309361483870802,0.1309361483870802,0.707366487584239,0.22344888076097483,7
FlgM,FluxGen,0.75,0.24490078701405255,0.5050992129859475,0.3265343826854034,0.6734656173145966,0.08,0.01630227278929558,0.06369772721070442,0.20377840986619475,0.7962215901338052,0.21,0.012971768816159352,0.19702823118384064,0.06177032769599691,0.9382296723040031,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.35,0.19472536997424333,0.15527463002575664,0.5563581999264096,0.44364180007359044,0.16406304573914351,0.14444282877232134,0.14444282877232134,0.8359369542608565,0.21560974998623966,7
FlhD,FluxGen,0.74,0.24877870497392676,0.49122129502607326,0.3361874391539551,0.6638125608460449,0.07,0.0,0.07,0.0,1.0,0.23,0.016842940190704928,0.21315705980929509,0.07323017474219534,0.9267698252578047,0.03,0.0,0.03,0.0,1.0,0.04,0.006050845506080024,0.03394915449391998,0.1512711376520006,0.8487288623479994,0.01,0.006050845506080024,0.003949154493919976,0.6050845506080024,0.3949154493919976,0.28,0.3333333333333333,0.05333333333333329,1.1904761904761902,0.1904761904761903,0.33660707037604914,0.1279442853080774,0.1279442853080774,0.717814698331434,0.20582477922118583,7
FliA,FluxGen,0.79,0.233134215439599,0.556865784560401,0.2951066018222772,0.7048933981777228,0.07,0.0,0.07,0.0,1.0,0.19,0.15371033207267798,0.03628966792732202,0.8090017477509367,0.19099825224906328,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.33,0.277211968379735,0.05278803162026502,0.8400362678173787,0.15996373218262125,0.2777349453415133,0.11513478344399831,0.11513478344399831,0.7222650546584868,0.21461028410143432,7
FliZ,FluxGen,0.77,0.2342196200910902,0.5357803799089098,0.30418132479362364,0.6958186752063764,0.07,0.0,0.07,0.0,1.0,0.2,0.1440637293064376,0.05593627069356241,0.7203186465321879,0.27968135346781203,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.28849728303637373,0.0015027169636262494,0.9948182173668061,0.005181782633193964,0.28847402695608826,0.10760276679515694,0.10760276679515694,0.7115259730439119,0.2064640197062059,7
Fnr,FluxGen,0.75,0.24873948881792554,0.5012605111820745,0.3316526517572341,0.668347348242766,0.07,0.0,0.07,0.0,1.0,0.21,0.017431404000985605,0.19256859599901438,0.08300668571897908,0.9169933142810209,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.3270596332950868,0.002940366704913211,0.9910897978638994,0.008910202136100638,0.2008213050485875,0.11668135341228604,0.11668135341228604,0.7991786949514126,0.20506215433790018,7
FrvR,FluxGen,0.74,0.23319823615841082,0.5068017638415891,0.31513275156542003,0.6848672484345799,0.1,0.0,0.1,0.0,1.0,0.2,0.15427986596642695,0.04572013403357306,0.7713993298321348,0.22860067016786528,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.32,0.2778268710660039,0.04217312893399611,0.8682089720812621,0.13179102791873784,0.27924872192554523,0.11352786097273691,0.11352786097273691,0.7207512780744548,0.19803207939735323,7
Fur,FluxGen,0.81,0.233160361868926,0.5768396381310741,0.28785229860361233,0.7121477013963877,0.04,0.0,0.04,0.0,1.0,0.17,0.15293395836951973,0.017066041630480283,0.8996115198207042,0.10038848017929577,0.01,0.0,0.01,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.25,0.18204561824288104,0.06795438175711896,0.7281824729715242,0.27181752702847584,0.2736637559136915,0.10883715164552478,0.10883715164552478,0.7263362440863085,0.22073028658009433,7
GadE,FluxGen,0.76,0.13184107433464898,0.628158925665351,0.17347509780874865,0.8265249021912513,0.06,0.19577340440591476,0.13577340440591476,3.2628900734319126,2.2628900734319126,0.2,0.011738824862336125,0.18826117513766388,0.05869412431168062,0.9413058756883194,0.02,0.04363828924282816,0.023638289242828157,2.1819144621414077,1.1819144621414077,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.3333333333333333,0.023333333333333317,1.075268817204301,0.07526881720430102,0.964606082128293,0.15130930396929873,0.15130930396929873,1.041129161522456,0.25415505291736673,7
GadW,FluxGen,0.79,0.2468098087570096,0.5431901912429904,0.3124174794392527,0.6875825205607473,0.05,0.007428168636459849,0.042571831363540154,0.14856337272919698,0.851436627270803,0.22,0.01611479811082702,0.20388520188917297,0.07324908232194101,0.926750917678059,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.28045784190935896,0.009542158090641017,0.9670960065839965,0.03290399341600351,0.2144751344391982,0.1270270546551921,0.1270270546551921,0.7855248655608019,0.22123942202918598,7
GadX,FluxGen,0.79,0.2488679659950701,0.5411320340049299,0.3150227417659115,0.6849772582340885,0.04,0.0,0.04,0.0,1.0,0.24,0.0077322401609188065,0.23226775983908118,0.03221766733716169,0.9677823326628383,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.33333333333333337,0.03333333333333338,1.1111111111111114,0.11111111111111127,0.20833593145916923,0.1338190181681921,0.1338190181681921,0.8234101002868626,0.2243668238774838,7
GcvA,FluxGen,0.78,0.23091694723165607,0.5490830527683439,0.29604736824571287,0.703952631754287,0.08,1.3169348714276901e-16,0.07999999999999988,1.6461685892846126e-15,0.9999999999999984,0.23,0.17390305824936506,0.056096941750634954,0.7561002532581089,0.2438997467418911,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.2074689410820772,0.08253105891792278,0.7154101416623352,0.2845898583376648,0.25250825188087983,0.11967300763384307,0.11967300763384307,0.7474917481191202,0.213792436521732,7
GlcC,FluxGen,0.77,0.24978040651641656,0.5202195934835835,0.3243901383330085,0.6756098616669916,0.06,0.0,0.06,0.0,1.0,0.19,0.00729589817756191,0.1827041018224381,0.038399464092431106,0.9616005359075689,0.01,0.0,0.01,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.27,0.31214497989223994,0.04214497989223992,1.156092518119407,0.1560925181194071,0.21698316007783522,0.12643838217118022,0.12643838217118022,0.8276147022419954,0.2112498228560833,7
HdfR,FluxGen,0.77,0.17552604604130712,0.594473953958693,0.2279559039497495,0.7720440960502506,0.05,0.15337159583025678,0.10337159583025678,3.0674319166051354,2.0674319166051354,0.19,0.007937848649726683,0.18206215135027332,0.04177815078803517,0.9582218492119648,0.03,0.0,0.03,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.3,0.33333333333333337,0.03333333333333338,1.1111111111111114,0.11111111111111127,0.8896554164908063,0.13474871921036521,0.13474871921036521,0.9817617945956923,0.23881933004595068,7
IHFA,FluxGen,0.83,0.22870254328560316,0.6012974567143968,0.27554523287422067,0.7244547671257794,0.07,0.07108926930753341,0.0010892693075334053,1.0155609901076201,0.015560990107620075,0.16,0.020549043853373368,0.13945095614662664,0.12843152408358355,0.8715684759164165,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.45,0.2891595980652211,0.1608404019347789,0.6425768845893802,0.3574231154106197,0.29458780452211497,0.13752544058619082,0.13752544058619082,0.7098581926514909,0.24150599579175666,7
IHFB,FluxGen,0.81,0.23306866835376122,0.5769313316462388,0.28773909673303855,0.7122609032669615,0.03,0.0,0.03,0.0,1.0,0.15,0.16399499226957867,0.013994992269578677,1.093299948463858,0.09329994846385785,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.51,0.3303239123494982,0.1796760876505018,0.6476939457833298,0.3523060542166702,0.2898189987114609,0.12294320165233133,0.12294320165233133,0.7368381294210699,0.2291690323498352,7
IclR,FluxGen,0.79,0.1696444566302401,0.62035554336976,0.21473981851929128,0.7852601814807088,0.05,0.15588165739375745,0.10588165739375745,3.1176331478751487,2.1176331478751487,0.2,0.010704755551403159,0.18929524444859686,0.05352377775701579,0.9464762222429842,0.03,0.0,0.03,0.0,1.0,0.03,0.035650341987227274,0.005650341987227275,1.1883447329075758,0.18834473290757586,0.01,0.035650341987227274,0.025650341987227272,3.5650341987227274,2.565034198722727,0.38,0.33333333333333337,0.046666666666666634,0.8771929824561404,0.12280701754385956,1.2880669511768428,0.14621425655046222,0.14621425655046222,1.1036507858247149,0.24947151549949556,7
IdnR,FluxGen,0.8,0.21279109889780634,0.5872089011021937,0.2659888736222579,0.7340111263777421,0.04,0.09451495232191827,0.05451495232191827,2.3628738080479565,1.3628738080479568,0.2,0.059667521027012616,0.1403324789729874,0.2983376051350631,0.701662394864937,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.23884422753754955,0.041155772462450474,0.8530150983483912,0.14698490165160882,0.5400307693076669,0.12617315783707855,0.12617315783707855,0.8493617472774636,0.23008482157114887,7
LldR,FluxGen,0.75,0.22754683563345274,0.5224531643665473,0.30339578084460367,0.6966042191553964,0.11,0.0743893651292547,0.0356106348707453,0.6762669557204973,0.3237330442795027,0.19,0.02074150324416657,0.16925849675583343,0.1091658065482451,0.8908341934517549,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.2881864312493041,0.04181356875069592,0.873292215906982,0.12670778409301792,0.2803029655743326,0.11987655210626029,0.11987655210626029,0.7196970344256675,0.2093262114254856,7
LrhA,FluxGen,0.77,0.24886628143706277,0.5211337185629372,0.32320296290527634,0.6767970370947236,0.06,0.0,0.06,0.0,1.0,0.22,0.00774485554264225,0.21225514445735774,0.03520388883019204,0.9647961111698079,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.3333333333333333,0.0733333333333333,1.282051282051282,0.28205128205128194,0.23435116196953576,0.13524602805051833,0.13524602805051833,0.8462349186165448,0.21653451613661512,7
MarA,FluxGen,0.79,0.2331724457850642,0.5568275542149359,0.2951549946646382,0.7048450053353619,0.05,0.0,0.05,0.0,1.0,0.19,0.15209913217827362,0.037900867821726386,0.8005217483067032,0.19947825169329678,0.03,0.008031218588516882,0.021968781411483118,0.2677072862838961,0.7322927137161039,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.28,0.3333333333333333,0.05333333333333329,1.1904761904761902,0.1904761904761903,0.36483717424734685,0.11429007668306841,0.11429007668306841,0.6895845944601362,0.2142496783514096,7
