Strain,Method,Glycolysis(Serine through glycolysis)_true,Glycolysis(Serine through glycolysis)_pred,Glycolysis(Serine through glycolysis)_abs_error,Glycolysis(Serine through glycolysis)_ratio,Glycolysis(Serine through glycolysis)_rel_error,ED pathway(PYR through ED) _true,ED pathway(PYR through ED) _pred,ED pathway(PYR through ED) _abs_error,ED pathway(PYR through ED) _ratio,ED pathway(PYR through ED) _rel_error,"PP pathway(PEP through PP pathway, upper bound)  _true","PP pathway(PEP through PP pathway, upper bound)  _pred","PP pathway(PEP through PP pathway, upper bound)  _abs_error","PP pathway(PEP through PP pathway, upper bound)  _ratio","PP pathway(PEP through PP pathway, upper bound)  _rel_error",Gluco-neogenesis(PEP from oxaloacetate)_true,Gluco-neogenesis(PEP from oxaloacetate)_pred,Gluco-neogenesis(PEP from oxaloacetate)_abs_error,Gluco-neogenesis(PEP from oxaloacetate)_ratio,Gluco-neogenesis(PEP from oxaloacetate)_rel_error,"Gluco-neogenesis(PYR from MAL, upper bound)_true","Gluco-neogenesis(PYR from MAL, upper bound)_pred","Gluco-neogenesis(PYR from MAL, upper bound)_abs_error","Gluco-neogenesis(PYR from MAL, upper bound)_ratio","Gluco-neogenesis(PYR from MAL, upper bound)_rel_error","Gluco-neogenesis(PYR from MAL, lower bound)_true","Gluco-neogenesis(PYR from MAL, lower bound)_pred","Gluco-neogenesis(PYR from MAL, lower bound)_abs_error","Gluco-neogenesis(PYR from MAL, lower bound)_ratio","Gluco-neogenesis(PYR from MAL, lower bound)_rel_error",TCA cycle(Oxaloacetate through TCA cycle)_true,TCA cycle(Oxaloacetate through TCA cycle)_pred,TCA cycle(Oxaloacetate through TCA cycle)_abs_error,TCA cycle(Oxaloacetate through TCA cycle)_ratio,TCA cycle(Oxaloacetate through TCA cycle)_rel_error,cumulative_ratio,cumulative_diff,mean_absolute_error,mean_relative_error,rmse,n_pathways
Cra,EkiLLm,0.78,0.24366438809898192,0.5363356119010181,0.3123902411525409,0.687609758847459,0.07,0.0,0.07,0.0,1.0,0.2,0.05999104500323524,0.14000895499676477,0.29995522501617616,0.7000447749838238,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.24,0.279712415504992,0.039712415504991994,1.1654683979374667,0.16546839793746665,0.25397340915802624,0.1265795689146821,0.1265795689146821,0.7933032759669641,0.21318518844883827,7
CreB,EkiLLm,0.78,0.24871352705511057,0.5312864729448894,0.3188634962245007,0.6811365037754992,0.06,0.0,0.06,0.0,1.0,0.19,0.01729446552412653,0.17270553447587347,0.09102350275856068,0.9089764972414394,0.02,0.0,0.02,0.0,1.0,0.06,0.14585618906492423,0.08585618906492423,2.4309364844154038,1.430936484415404,0.02,0.14585618906492423,0.12585618906492424,7.292809453246211,6.292809453246212,0.32,0.0,0.32,0.0,1.0,1.4476618480920966,0.18795776936437306,0.18795776936437306,1.7591227055255076,0.25119815271713736,7
Crl,EkiLLm,0.74,0.2508345691180194,0.4891654308819806,0.33896563394326945,0.6610343660567306,0.1,0.0,0.1,0.0,1.0,0.23,0.0,0.23,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.36,0.27405699218115964,0.08594300781884034,0.7612694227254435,0.23873057727455652,0.157176436666959,0.143586919814403,0.143586919814403,0.842823563333041,0.21212160237632668,7
Crp,EkiLLm,0.74,0.2490441815479712,0.4909558184520288,0.3365461912810422,0.6634538087189579,0.07,0.0,0.07,0.0,1.0,0.27,0.013146932285874048,0.25685306771412597,0.04869234179953351,0.9513076582004665,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.27,0.2656659473300475,0.004334052669952515,0.98394795307425,0.016052046925750053,0.1955980694506894,0.1303061341194439,0.1303061341194439,0.8044019305493106,0.21227673921376605,7
CsgD,EkiLLm,0.8,0.22736747216940267,0.5726325278305974,0.2842093402117533,0.7157906597882466,0.04,0.0,0.04,0.0,1.0,0.25,0.20432579442220147,0.04567420557779853,0.8173031776888059,0.1826968223111941,0.02,0.0,0.02,0.0,1.0,0.08,0.0,0.08,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.17140518680822006,0.11859481319177992,0.5910523683042072,0.40894763169579285,0.24179498374353806,0.1281287923714537,0.1281287923714537,0.758205016256462,0.2245181744793618,7
CspA,EkiLLm,0.75,0.2496729732835804,0.5003270267164196,0.33289729771144055,0.6671027022885595,0.08,0.0,0.08,0.0,1.0,0.2,0.009967031537189546,0.19003296846281045,0.04983515768594773,0.9501648423140522,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.34,0.2638961751300804,0.07610382486991962,0.7761652209708246,0.22383477902917534,0.1655568109097447,0.13235197429273568,0.13235197429273568,0.8344431890902554,0.2074441249815449,7
CysB,EkiLLm,0.79,0.21818703678579932,0.5718129632142007,0.27618612251367003,0.72381387748633,0.08,0.0,0.08,0.0,1.0,0.21,0.2812114493485411,0.0712114493485411,1.3391021397549576,0.3391021397549576,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.30170211311474066,0.0017021131147406665,1.0056737103824689,0.005673710382468888,0.3744231389501567,0.1121037893824975,0.1121037893824975,0.7240842468033939,0.22033871088692392,7
CytR,EkiLLm,0.76,0.2502248372808931,0.509775162719107,0.3292432069485436,0.6707567930514565,0.09,6.269574427666498e-17,0.08999999999999993,6.966193808518331e-16,0.9999999999999992,0.19,0.00485875033435963,0.18514124966564038,0.025572370180840156,0.9744276298191599,0.02,0.0,0.02,0.0,1.0,0.01,0.10085527907041225,0.09085527907041226,10.085527907041225,9.085527907041225,0.0,0.10085527907041225,0.10085527907041225,,,0.35,0.0,0.35,0.0,1.0,1.7400572473617684,0.1923752815036531,0.1923752815036531,2.288452054985307,0.25172957936880835,7
DcuR,EkiLLm,0.76,0.2322853819879225,0.5277146180120775,0.3056386605104243,0.6943613394895757,0.07,1.4851153951328516e-16,0.06999999999999985,2.121593421618359e-15,0.9999999999999978,0.2,0.16229826014820345,0.03770173985179656,0.8114913007410172,0.1885086992589828,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.1750157594932602,0.10498424050673982,0.6250562839045006,0.3749437160954993,0.24888374930799204,0.11577151405294483,0.11577151405294483,0.751116250692008,0.20630276987485524,7
ElbB,EkiLLm,0.81,0.2122765997799004,0.5977234002200996,0.262069876271482,0.737930123728518,0.05,0.0,0.05,0.0,1.0,0.23,0.33707539270384035,0.10707539270384034,1.465545185668871,0.46554518566887104,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.3078098776855584,0.017809877685558417,1.0614133713295117,0.06141337132951179,0.39843263332426637,0.12037266722992836,0.12037266722992836,0.7521269543895572,0.23122518233980532,7
EvgA,EkiLLm,0.8,0.24887886508774307,0.551121134912257,0.3110985813596788,0.6889014186403212,0.05,0.0,0.05,0.0,1.0,0.22,0.00765070599291317,0.21234929400708683,0.0347759363314235,0.9652240636685765,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.2840474517001766,0.02404745170017658,1.092490198846833,0.092490198846833,0.2054806737911336,0.13250255437421724,0.13250255437421724,0.8209450973079615,0.2253267493934577,7
FadR,EkiLLm,0.76,0.23788747531159174,0.5221125246884083,0.31300983593630494,0.6869901640636952,0.05,0.0,0.05,0.0,1.0,0.2,0.1116656619408916,0.08833433805910841,0.558328309704458,0.44167169029554204,0.03,0.0,0.03,0.0,1.0,0.03,0.10014894685496421,0.07014894685496421,3.3382982284988074,2.3382982284988074,0.01,0.10014894685496421,0.09014894685496422,10.01489468549642,9.014894685496422,0.31,0.0,0.31,0.0,1.0,2.0320758656622844,0.16582067949392074,0.16582067949392074,2.2116935383363523,0.2369304150651966,7
FecI,EkiLLm,0.72,0.18570566142032727,0.5342943385796727,0.25792452975045455,0.7420754702495455,0.09,0.22506301504962836,0.13506301504962837,2.500700167218093,1.500700167218093,0.2,0.024531056894129332,0.1754689431058707,0.12265528447064665,0.8773447155293534,0.01,0.0,0.01,0.0,1.0,0.12,0.0,0.12,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.3,0.2594634719834963,0.0405365280165037,0.8648782399449877,0.13512176005501236,0.5351654601977403,0.15076611782166793,0.15076611782166793,0.8936060161502863,0.2243227962337533,7
FhlA,EkiLLm,0.8,0.22857366082170555,0.5714263391782946,0.2857170760271319,0.7142829239728682,0.06,0.0,0.06,0.0,1.0,0.18,0.1947095551465368,0.014709555146536796,1.0817197508140932,0.08171975081409331,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.3333333333333333,0.05333333333333329,1.1904761904761902,0.1904761904761903,0.3654161453310593,0.10992417537973782,0.10992417537973782,0.7123541236090218,0.21885705594675287,7
Fis,EkiLLm,0.79,0.25073468333430937,0.5392653166656907,0.3173856751067207,0.6826143248932793,0.04,0.0,0.04,0.0,1.0,0.2,0.0,0.2,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.09,0.0,0.09,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.25,0.28839343294068004,0.03839343294068004,1.1535737317627202,0.15357373176272016,0.21013705812420586,0.13537982137233867,0.13537982137233867,0.8337411509508571,0.22135334953466793,7
FlgM,EkiLLm,0.75,0.21644405747464474,0.5335559425253553,0.28859207663285963,0.7114079233671404,0.08,0.13335047042908604,0.05335047042908604,1.6668808803635755,0.6668808803635755,0.21,0.020008809218900286,0.18999119078109972,0.09528004389952517,0.9047199561004748,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.35,0.0,0.35,0.0,1.0,0.29296471441370864,0.173842514819363,0.173842514819363,0.8975726799758844,0.2533841998325708,7
FlhD,EkiLLm,0.74,0.18717231541400114,0.5528276845859988,0.25293556137027184,0.7470644386297282,0.07,0.14944050859400249,0.07944050859400248,2.1348644084857495,1.1348644084857495,0.23,0.12708975568426478,0.10291024431573523,0.5525641551489773,0.4474358448510227,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.2909865893640217,0.010986589364021693,1.0392378191572202,0.03923781915722033,0.5685145634517456,0.11802357526567978,0.11802357526567978,0.7669432158748172,0.21555260106505272,7
FliA,EkiLLm,0.79,0.23122113105997616,0.5587788689400239,0.29268497602528626,0.7073150239747138,0.07,0.0,0.07,0.0,1.0,0.19,0.17010233530703586,0.01989766469296414,0.8952754489843993,0.10472455101560073,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.33,0.22248267935320545,0.10751732064679456,0.6741899374339559,0.3258100625660441,0.2660214803490916,0.12088483632568325,0.12088483632568325,0.7339785196509084,0.21790879995119575,7
FliZ,EkiLLm,0.77,0.18645873153559261,0.5835412684644075,0.24215419679947092,0.7578458032005292,0.07,0.22342835035876585,0.15342835035876584,3.1918335765537975,2.1918335765537975,0.2,0.02455098973606068,0.17544901026393933,0.1227549486803034,0.8772450513196967,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.26064097873742353,0.029359021262576446,0.8987619956462881,0.10123800435371189,0.6365006739542657,0.14739680719281273,0.14739680719281273,0.9897374907753907,0.23874821705451066,7
Fnr,EkiLLm,0.75,0.24853281214901127,0.5014671878509888,0.33137708286534834,0.6686229171346517,0.07,2.0087001963683568e-17,0.06999999999999999,2.8695717090976523e-16,0.9999999999999998,0.21,0.018878151074380182,0.1911218489256198,0.08989595749704848,0.9101040425029515,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.27211828230386326,0.05788171769613676,0.8246008554662523,0.17539914453374775,0.1779819851183785,0.12435296492467789,0.12435296492467789,0.8220180148816215,0.2061023306416297,7
FrvR,EkiLLm,0.74,0.24968743032637405,0.4903125696736259,0.33741544638699195,0.6625845536130079,0.1,0.0,0.1,0.0,1.0,0.2,0.009672845058335914,0.1903271549416641,0.048364225291679566,0.9516357747083205,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.32,0.26791409744680644,0.052085902553193564,0.8372315545212701,0.16276844547872987,0.1747158894571345,0.13324651816692623,0.13324651816692623,0.8252841105428655,0.20464037554867642,7
Fur,EkiLLm,0.81,0.23246848109771384,0.5775315189022863,0.2869981248119924,0.7130018751880077,0.04,0.0,0.04,0.0,1.0,0.17,0.1589988103155399,0.011001189684460122,0.9352871195031758,0.06471288049682425,0.01,0.0,0.01,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.25,0.19583521178351038,0.05416478821648962,0.7833408471340415,0.2166591528659585,0.2865180130641728,0.10609964240046231,0.10609964240046231,0.7134819869358271,0.22038845762574788,7
GadE,EkiLLm,0.76,0.22789210832181636,0.5321078916781836,0.2998580372655478,0.7001419627344522,0.06,6.25344915809882e-17,0.059999999999999935,1.0422415263498032e-15,0.999999999999999,0.2,0.20077575068336442,0.0007757506833644123,1.003878753416822,0.0038787534168220617,0.02,0.0,0.02,0.0,1.0,0.05,0.022295410202080344,0.02770458979791966,0.44590820404160686,0.5540917959583932,0.01,0.022295410202080344,0.012295410202080343,2.229541020208034,1.2295410202080344,0.31,0.07254716428820232,0.23745283571179768,0.23402311060710426,0.7659768893928958,0.6018870179341594,0.1271909254390494,0.1271909254390494,0.7505186316729423,0.2218242485684836,7
GadW,EkiLLm,0.79,0.07845238007135276,0.7115476199286472,0.09930681021690223,0.9006931897830978,0.05,0.29744472502446273,0.24744472502446274,5.948894500489255,4.948894500489255,0.22,0.022147308524823824,0.19785269147517617,0.10066958420374465,0.8993304157962553,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.30509487426426884,0.015094874264268865,1.0520512905664443,0.052051290566444364,1.0287031693537636,0.18027713009893645,0.18027713009893645,1.400138485233579,0.295442150518647,7
GadX,EkiLLm,0.79,0.24880143595526213,0.5411985640447379,0.31493852652564824,0.6850614734743518,0.04,0.0,0.04,0.0,1.0,0.24,0.00802434567778412,0.23197565432221587,0.03343477365743383,0.9665652263425661,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.2900456526969447,0.009954347303055278,0.9668188423231491,0.033181157676850925,0.18788459178660447,0.13044693795285847,0.13044693795285847,0.8121154082133956,0.2240241310192582,7
GcvA,EkiLLm,0.78,0.22527848083484164,0.5547215191651584,0.2888185651728739,0.7111814348271261,0.08,1.8577530208891873e-16,0.07999999999999982,2.3221912761114842e-15,0.9999999999999978,0.23,0.19950045884774834,0.030499541152251675,0.8673932993380362,0.13260670066196378,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.20444312971144538,0.0855568702885546,0.7049763093498117,0.2950236906501883,0.2658840248372463,0.11725399008656638,0.11725399008656638,0.7341159751627536,0.21529586416602609,7
GlcC,EkiLLm,0.77,0.24890703094563302,0.521092969054367,0.32325588434497793,0.676744115655022,0.06,0.0,0.06,0.0,1.0,0.19,0.00744060584699337,0.18255939415300662,0.03916108340522826,0.9608389165947717,0.01,0.0,0.01,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.27,0.2668703559782384,0.003129644021761635,0.9884087258453272,0.011591274154672721,0.1929750990850762,0.12096885817559075,0.12096885817559075,0.8070249009149236,0.21094197220464997,7
HdfR,EkiLLm,0.77,0.0,0.77,0.0,1.0,0.05,0.38739591023689235,0.33739591023689236,7.7479182047378465,6.7479182047378465,0.19,0.019070804483348025,0.17092919551665198,0.10037265517551593,0.899627344824484,0.03,0.0,0.03,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.3,0.3333333333333333,0.033333333333333326,1.1111111111111112,0.11111111111111109,1.7918803942048946,0.1916654912981254,0.1916654912981254,1.9517313321346883,0.324689720290368,7
IHFA,EkiLLm,0.83,0.24841150449670624,0.5815884955032937,0.2992909692731401,0.70070903072686,0.07,0.0,0.07,0.0,1.0,0.16,0.009771332652406399,0.1502286673475936,0.06107082907753999,0.93892917092246,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.45,0.2925813585657507,0.15741864143424933,0.6501807968127793,0.3498192031872207,0.14436322788049422,0.1456051148978767,0.1456051148978767,0.8556367721195058,0.23661133267927065,7
IHFB,EkiLLm,0.81,0.0,0.81,0.0,1.0,0.03,0.264729289204577,0.234729289204577,8.824309640152567,7.824309640152567,0.15,0.011468076188722235,0.13853192381127777,0.07645384125814823,0.9235461587418519,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.51,0.314133401092908,0.19586659890709202,0.6159478452802117,0.38405215471978826,1.3595301895272753,0.2055896874175638,0.2055896874175638,1.875986850516315,0.3316953545677486,7
IclR,EkiLLm,0.79,0.12300088575040623,0.6669991142495938,0.15569732373469142,0.8443026762653085,0.05,0.2656192023697845,0.2156192023697845,5.312384047395689,4.31238404739569,0.2,0.021701713554640033,0.17829828644535997,0.10850856777320016,0.8914914322267998,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.38,0.3022033559351102,0.07779664406488979,0.7952719893029216,0.20472801069707838,0.9102659897437861,0.17267332101851832,0.17267332101851832,1.3218437380835535,0.27545340690200104,7
IdnR,EkiLLm,0.8,0.23339921776151581,0.5666007822384842,0.29174902220189475,0.7082509777981052,0.04,0.0,0.04,0.0,1.0,0.2,0.1526817014219041,0.04731829857809591,0.7634085071095205,0.23659149289047957,0.03,0.0,0.03,0.0,1.0,0.02,0.010773350436550555,0.009226649563449445,0.5386675218275278,0.46133247817247225,0.01,0.010773350436550555,0.0007733504365505552,1.0773350436550555,0.07733504365505552,0.28,0.15631940796561458,0.12368059203438544,0.5582835998771949,0.4417164001228051,0.46134909923874196,0.11679995326442365,0.11679995326442365,0.5607466275198454,0.2207642846996473,7
LldR,EkiLLm,0.75,0.24936382566591625,0.5006361743340837,0.33248510088788835,0.6675148991121116,0.11,0.0,0.11,0.0,1.0,0.19,0.00560116605322522,0.18439883394677478,0.029479821332764312,0.9705201786672357,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.29207943160912675,0.037920568390873266,0.8850891866943235,0.11491081330567655,0.17815058698785372,0.1289936538102474,0.1289936538102474,0.8218494130121463,0.20711538485998027,7
LrhA,EkiLLm,0.77,0.24878041937058665,0.5212195806294133,0.3230914537280346,0.6769085462719653,0.06,0.0,0.06,0.0,1.0,0.22,0.008121901667128359,0.21187809833287163,0.036917734850583445,0.9630822651494165,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.291391937639706,0.03139193763970599,1.120738221691177,0.12073822169117689,0.21153534432425644,0.129212802371713,0.129212802371713,0.8229612904446512,0.21505734568562693,7
MarA,EkiLLm,0.79,0.25069636140839874,0.5393036385916012,0.31733716633974524,0.6826628336602547,0.05,1.3067667489321634e-18,0.05,2.6135334978643267e-17,1.0,0.19,3.686202304923741e-18,0.19,1.940106476275653e-17,1.0,0.03,0.0,0.03,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.28,0.30241308067262435,0.02241308067262432,1.080046716687944,0.08004671668794398,0.1996262690039556,0.1302452456091751,0.1302452456091751,0.823244221478314,0.21871402097043072,7
