reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,kcat_vivo,kcat_vitro,kcat_vitro_log10,kcat_vivo_log10,kcat_Density,absolute_error,square_error,error
CDPMEK,b1208,ispE,ECDH1ME8569_1147,2.6749018149766234e-07,3.437411364691665,5.584841,0.7470108132966453,0.5362315084902177,0.3808258239531045,0.2107793048064276,0.044427915334680906,0.2107793048064276
CS,b0720,gltA,ECDH1ME8569_0679,1.2312363871569814e-05,110.54884707636575,15.699365,1.1958820866402415,2.0435542176430603,0.1132391681882371,0.8476721310028188,0.71854804167886,-0.8476721310028188
CTPS2,b2780,pyrG,ECDH1ME8569_2690,3.4733219241236484e-06,13.612993395896593,21.081614,1.3239038572265067,1.1339536338277079,0.21555271520607852,0.18995022339879886,0.03608108736925359,0.18995022339879886
DALAt2pp,b4208,cycA,ECDH1ME8569_4065,5.910857392659474e-07,7.415010040006899,11.969908,1.0780908124577155,0.8701117434044066,0.3225290131061614,0.20797906905330898,0.04325529316428107,0.20797906905330898
DAPDC,b2838,lysA,ECDH1ME8569_2745,2.190401187067305e-06,43.75577529937773,1.8105377599999999,0.2578075867551457,1.6410353834181526,0.18884576365685043,1.3832277966630069,1.9133191374611966,-1.3832277966630069
DBTS,b0778,bioD,ECDH1ME8569_0731,2.209843896863731e-06,1.0002469954351025,4.6129715000000004,0.6639807714452558,0.00010725550925494533,0.5708952121226922,0.6638735159360009,0.4407280451612276,0.6638735159360009
DHDPRy,b0031,dapB,ECDH1ME8569_0028,9.421888277258007e-07,108.44761548265136,4.018098999999999,0.6040206329159724,2.0352200073035407,0.2589538019529128,1.4311993743875684,2.048331649247367,-1.4311993743875684
DHDPS,b2478,dapA,ECDH1ME8569_2404,5.166700084031225e-06,20.59392672828502,7.544461,0.8776282178574774,1.3137391632198836,0.2838227237702059,0.43611094536240624,0.1901927566648917,-0.43611094536240624
DHFS,b2315,folC,ECDH1ME8569_2253,6.390658917833849e-07,1.2856939253571076,6.467787,0.8107557090933877,0.10913759195556776,0.43722579738493994,0.70161811713782,0.49226798229601965,0.70161811713782
DHORD2,b0945,pyrD,ECDH1ME8569_0896,2.306952442925174e-06,40.13279088599509,4.018098999999999,0.6040206329159724,1.603499362181932,0.44466663002243706,0.9994787292659596,0.9989577302550974,-0.9994787292659596
DHPPDA2,b0414,ribD,ECDH1ME8569_0399,4.165626823733886e-07,1.292196510330974,2.6134588,0.41721565803097976,0.11132856386244752,0.5133768753125326,0.3058870941685322,0.0935669143788685,0.3058870941685322
DHPS2,b3177,folP,ECDH1ME8569_3066,4.3278871527791934e-07,1.421862300795417,2.6134588,0.41721565803097976,0.15285753950179257,0.5056694653255217,0.2643581185291872,0.0698852148322918,0.2643581185291872
DMATT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,1.1716121964277102,4.018098999999999,0.6040206329159724,0.06878388401816761,0.6338665410476985,0.5352367488978048,0.28647837737069176,0.5352367488978048
DMPPS,b0029,ispH,ECDH1ME8569_0026,4.713441631434499e-07,1.1609634196236265,4.018098999999999,0.6040206329159724,0.06481853592644138,0.6332119635932005,0.539202096989531,0.29073890139790765,0.539202096989531
DPCOAK,b0103,coaE,ECDH1ME8569_0099,9.850495040293368e-08,2.5958238600540238,4.4865692,0.6519143706151125,0.4142752200228367,0.47330924469332447,0.2376391505922758,0.056472365894218335,0.2376391505922758
DXPRIi,b0173,dxr,ECDH1ME8569_0166,1.3191635503537786e-07,5.942401631329084,29.793419,1.4741203443574344,0.7739620012837578,0.0672128255055708,0.7001583430736766,0.4902217053756763,0.7001583430736766
DXPS,b0420,dxs,ECDH1ME8569_0405,6.244172328278268e-07,2.239078183261473,9.19,0.9633155113861113,0.35006925836966085,0.3422386310956406,0.6132462530164504,0.3760709668387163,0.6132462530164504
EGMEACPR,b1288,fabI,ECDH1ME8569_1230,9.428196191617013e-06,1.0000578924476884,18.456377,1.266146452739059,2.5141642826341188e-05,0.18340542200107024,1.2661213110962326,1.603063174412043,1.2661213110962326
EPMEACPR,b1288,fabI,ECDH1ME8569_1230,9.428196191617013e-06,1.000057892447688,1.7541631500000001,0.24406998347106912,2.514164282614833e-05,0.20631006754231004,0.24404484182824296,0.059557884822972126,0.24404484182824296
FACOAE120,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,35.480391994455466,22.794216,1.3578246593706542,1.5499884093583505,0.1303700339603721,0.19216374998769625,0.03692690680933383,-0.19216374998769625
FACOAE160,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,57.54635420266708,5.9321795,0.7732142837386891,1.7600178145024117,0.32174973284651204,0.9868035307637226,0.9737812083277493,-0.9868035307637226
FACOAE161,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,67.6480315447927,2.529039,0.402955526597943,1.8302551638061877,0.25868817518419857,1.4272996372082447,2.037184254374787,-1.4272996372082447
FCLT,b0475,hemH,ECDH1ME8569_0459,6.438165678380548e-08,1.945286034905506,9.590394,0.9818364495597088,0.28898346902817423,0.34094793286067376,0.6928529805315347,0.48004525263143116,0.6928529805315347
FMNAT,b0025,ribF,ECDH1ME8569_0022,6.134534430843466e-07,1.099207334717715,2.5483352,0.40625655315139825,0.04107961765652519,0.49398148239968087,0.36517693549487307,0.1333541942174267,0.36517693549487307
G1PACT,b3730,glmU,ECDH1ME8569_3618,1.2564927020864003e-06,21.52282838096459,16.646076,1.2213118731339643,1.332899342716074,0.24497579815921935,0.11158746958210974,0.012451763367738268,-0.11158746958210974
G5SD,b0243,proA,ECDH1ME8569_0231,2.0286008041562178e-06,30.738857280669734,14.11103,1.1495587151710969,1.4876877185337996,0.2029958392991387,0.3381290033627027,0.1143312229150546,-0.3381290033627027
G6PDH2r,b1852,zwf,ECDH1ME8569_1798,2.975173728874062e-06,382.27375514205744,9.042513,0.9562891417990658,2.5823744827215225,0.06553534862667877,1.6260853409224567,2.6441535359629023,-1.6260853409224567
GAPD,b1779,gapA,ECDH1ME8569_1723,4.076985676604439e-05,111.87941377253426,11.329608,1.0542148837043461,2.048750182082574,0.15017136557048955,0.9945352983782278,0.9891004597202707,-0.9945352983782278
GARFT,b2500,purN,ECDH1ME8569_2426,7.640153997198038e-07,160.236955659007,14.023915,1.1468692708023078,2.204762685205553,0.11941106447080625,1.057893414403245,1.1191384762377559,-1.057893414403245
GART,b1849,purT,ECDH1ME8569_1795,2.7978462795299677e-06,1.239273292667284,9.042499,0.9562884694055118,0.09316709040293279,0.3295314922598853,0.863121379002579,0.7449785148913136,0.863121379002579
GCALDD,b1415,aldA,ECDH1ME8569_1358,4.890240115602106e-06,1.0373350262705774,9.042484,0.9562877489826915,0.015919042369875146,0.302690581821257,0.9403687066128164,0.8842933043766611,0.9403687066128164
GF6PTA,b3729,glmS,ECDH1ME8569_3617,5.8167839630325035e-06,5.433168611854387,14.11103,1.1495587151710969,0.7350531830498579,0.30109778829767286,0.414505532121239,0.17181483615911147,0.414505532121239
GHMT2r,b2551,glyA,ECDH1ME8569_2478,2.2950564120388113e-05,14.26444689083323,17.518808,1.2435045529374404,1.1542549363915446,0.2784468521597236,0.0892496165458958,0.007965494053589438,0.0892496165458958
GLU5K,b0242,proB,ECDH1ME8569_0230,1.4876682273218065e-06,41.552233815506256,2.9510281000000003,0.4699733449173905,1.6185943760785095,0.4094908033971891,1.148621031161119,1.319330273225632,-1.148621031161119
GLUPRT,b2312,purF,ECDH1ME8569_2250,2.171204281312229e-06,57.341513911223494,6.608105,0.8200769351232078,1.7584691548576066,0.2873637946939643,0.9383922197343988,0.8805799580580522,-0.9383922197343988
GLUTRS,b2400,gltX,ECDH1ME8569_2336,4.362130365738859e-06,1.2232270050058527,6.050966,0.7818247126657167,0.08750706036662848,0.46502703388533784,0.6943176522990883,0.4820770022941176,0.6943176522990883
GMPS2,b2507,guaA,ECDH1ME8569_2434,6.940845852180162e-06,10.582794384359747,4.76821,0.6783553742138975,1.02460035819729,0.43990839249572483,0.34624498398339254,0.11988558893365976,-0.34624498398339254
GND,b2029,gnd,ECDH1ME8569_1965,1.29208059883338e-05,88.79294889436625,4.0087414,0.6030080412404443,1.9483784795415209,0.30727641036298237,1.3453704383010767,1.8100216162544314,-1.3453704383010767
GRTT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,1.1716121964277102,29.006308,1.4624924541640452,0.06878388401816761,0.05275786824286902,1.3937085701458776,1.9424235784980666,1.3937085701458776
HISTD,b2020,hisD,ECDH1ME8569_1956,3.848313465621431e-06,7.718530594552375,2.5011865,0.39814607593725393,0.8875346299448462,0.2926920356001444,0.4893885540075923,0.2395011567936421,-0.4893885540075923
HISTP,b2022,hisB,ECDH1ME8569_1958,3.467198272723999e-06,8.457032947784814,2.4927354,0.3966761812640284,0.9272180225639811,0.30006646065119075,0.5305418412999527,0.28147464536994427,-0.5305418412999527
HMBS,b3805,hemC,ECDH1ME8569_3684,9.497308948664064e-07,1.1281606850756842,3.8808222,0.5889237459794588,0.052370961058413115,0.635123830072538,0.5365527849210457,0.28788889100653,0.5365527849210457
HPPK2,b0142,folK,ECDH1ME8569_0136,4.1277896344307443e-07,1.4423123738247736,15.909599,1.2016592334314986,0.15905932941015763,0.2523123773299748,1.042599904021341,1.0870145598653094,1.042599904021341
HSK,b0003,thrB,ECDH1ME8569_0003,2.1396117705300113e-06,70.41556373054446,10.473269,1.0200822582856148,1.8476686604951125,0.16933027580360113,0.8275864022094976,0.6848992531220603,-0.8275864022094976
HSST,b4013,metA,ECDH1ME8569_3869,3.2429483657208334e-06,13.952397181040691,20.039042,1.301876955515638,1.1446488307678993,0.2348387933843277,0.15722812474773873,0.024720683211690492,0.15722812474773873
HSTPT,b2021,hisC,ECDH1ME8569_1957,3.97848079594414e-06,7.498714731151483,21.315258,1.328690593717761,0.874986832324766,0.18836335647303634,0.45370376139299506,0.2058471031021518,0.45370376139299506
I4FE4SR,b2529,iscU,ECDH1ME8569_2456,1.1352913948069265e-05,1.006250093716067,2.1022851,0.322691612244415,0.002705933823496473,0.34047458862881436,0.3199856784209185,0.10239083439449548,0.3199856784209185
ICDHyr,b1136,icd,ECDH1ME8569_1071,3.2195172044708184e-05,42.8946438627957,2.2810490000000003,0.35813461460634854,1.632403066402544,0.3085690917583264,1.2742684517961953,1.6237600872430724,-1.2742684517961953
ICYSDS,b2530,iscS,ECDH1ME8569_2457,1.2873431638154276e-05,1.0382651484519527,14.159426,1.1510456481217342,0.016308276252995666,0.25903626668227403,1.1347373718687386,1.2876289031155719,1.1347373718687386
IGPS,b1262,trpC,ECDH1ME8569_1202,1.8347964505556066e-06,9.45492241450606,10.958151,1.0397372805862743,0.9756579694486269,0.30793975682574554,0.06407931113764742,0.004106158115875425,0.06407931113764742
IPDPS,b0029,ispH,ECDH1ME8569_0026,4.713441631434499e-07,2.22227977994775,2.6064584,0.41605079782447224,0.3467987347301477,0.4097842976659197,0.06925206309432452,0.004795848242820305,0.06925206309432452
IPMD,b0073,leuB,ECDH1ME8569_0071,8.915171056584879e-06,14.791627734628522,4.860886300000001,0.6867154626997021,1.1700159682680005,0.445016851044019,0.4833005055682984,0.23357937868257284,-0.4833005055682984
IPPS,b0074,leuA,ECDH1ME8569_0072,5.383628621593036e-06,23.838633391203484,12.465929,1.0957246490283024,1.3772813547732676,0.23618994834680446,0.2815567057449653,0.07927417854995696,-0.2815567057449653
K2L4Aabcpp,b0914,msbA,ECDH1ME8569_0865,1.0785790518083713e-06,5.922912354669296,13.957663,1.1448127083180752,0.7725353061399953,0.309341871217777,0.3722774021780799,0.13859046417245988,0.3722774021780799
KARA2,b3774,ilvC,ECDH1ME8569_3655,3.460310917334048e-05,3.291368264026683,7.6335645,0.8827273795268981,0.5173764772767336,0.3323533922505397,0.3653509022501644,0.1334812817750092,0.3653509022501644
KDOCT2,b0918,kdsB,ECDH1ME8569_0869,1.0780342546512547e-06,10.850800411444506,2.6064584,0.41605079782447224,1.0354617751847666,0.3473906781832812,0.6194109773602943,0.383669958874435,-0.6194109773602943
KDOPP,b3198,kdsC,ECDH1ME8569_3087,8.243088035913852e-08,129.8291503499943,10.958133,1.039736567207978,2.1133722149203935,0.1464111052920936,1.0736356477124156,1.1526935040388582,-1.0736356477124156
KDOPS,b1215,kdsA,ECDH1ME8569_1154,4.83349216310118e-06,3.197065790307676,11.701801,1.0682527082562616,0.504751573423267,0.3056238171253217,0.5635011348329946,0.31753352895807274,0.5635011348329946
LPADSS,b0182,lpxB,ECDH1ME8569_0175,1.0927030997217691e-07,49.592798363864134,7.7213006,0.8876904604171478,1.6954186148387154,0.24671642607238733,0.8077281544215675,0.6524247714452717,-0.8077281544215675
MDH,b3236,mdh,ECDH1ME8569_3124,3.1973528331401056e-05,42.900786266653185,2.1853372,0.3395184586064277,1.6324652518150178,0.2881043228175148,1.29294679320859,1.6717114100683765,-1.29294679320859
MEPCT,b2747,ispD,ECDH1ME8569_2657,3.6863362131747355e-07,2.7686493326237835,2.9710609999999997,0.4729115685628144,0.44226795301877464,0.41353343339980125,0.03064361554403977,0.0009390311736109158,0.03064361554403977
METAT,b2942,metK,ECDH1ME8569_2842,1.3188049262789714e-05,1.0185830203867354,2.9710609999999997,0.4729115685628144,0.007996432282130437,0.5735266790801964,0.464915136280684,0.21614608394288695,0.464915136280684
MOAT,b3633,waaA,ECDH1ME8569_3518,5.485437198781638e-07,10.67972095426462,5.4501047,0.7364048454317786,1.0285599053511243,0.4041188621887668,0.29215505991934565,0.08535457903647645,-0.29215505991934565
MOAT2,b3633,waaA,ECDH1ME8569_3518,5.485437198781638e-07,10.67972095426462,4.2893448,0.632390958507333,1.0285599053511243,0.45550931377721077,0.39616894684379134,0.15694983444331875,-0.39616894684379134
MOCOS,b0827,moeA,ECDH1ME8569_0780,1.2728767258595469e-06,1.0261573661983627,2.7155243000000002,0.4338536934511253,0.011213967043763744,0.5278669675295543,0.4226397264073615,0.1786243383376894,0.4226397264073615
MOHMT,b0134,panB,ECDH1ME8569_0128,4.213372858378429e-06,1.0373089578041614,3.0466125,0.48381721962678675,0.015908128313098534,0.586929156466827,0.46790909131368824,0.21893891773400145,0.46790909131368824
MPTAT,b0009,mog,ECDH1ME8569_0009,1.3008193227803616e-07,1.5119097181385106,2.5031593,0.39848848880499854,0.17952585856935838,0.4675518147702786,0.21896263023564017,0.04794463343970968,0.21896263023564017
MPTSS,b0826,moeB,ECDH1ME8569_0779,1.4564666350772484e-07,1.914407562571188,3.498352,0.5438635055333068,0.28203440122199647,0.5659646919965563,0.2618291043113103,0.068554479864463,0.2618291043113103
MTHFC,b0529,folD,ECDH1ME8569_0514,3.174898649461087e-06,85.9927711392145,4.2051023999999995,0.6237765759278592,1.9344619444260935,0.3181074564063166,1.3106853684982345,1.7178961351953528,-1.3106853684982345
MTHFD,b0529,folD,ECDH1ME8569_0514,3.174898649461087e-06,85.99277113921451,5.2984753,0.724150914117593,1.9344619444260935,0.2975200950436477,1.2103110303085005,1.464852790086424,-1.2103110303085005
MTHFR2,b3941,metF,ECDH1ME8569_3810,5.872358849449992e-06,8.173645264857587,3.8743079,0.5881941321180819,0.9124157854604877,0.4287279985263965,0.3242216533424058,0.10511968049608317,-0.3242216533424058
NADS1,b1740,nadE,ECDH1ME8569_1684,4.951373149844976e-06,1.1255592144480144,4.662343,0.6686042206061991,0.051368347698645386,0.5862988274434583,0.6172358729075537,0.3809801228039497,0.6172358729075537
NNATr,b0639,nadD,ECDH1ME8569_0608,2.2452753401495388e-07,3.768883227890083,8.441117,0.92639991994771,0.5762126818198352,0.31546129831044656,0.3501872381278748,0.12263110174762887,0.3501872381278748
NNDPR,b0109,nadC,ECDH1ME8569_0103,6.739613392715514e-07,1.9224424116158914,9.202971,0.9639280534989241,0.2838533390107696,0.34691534523557244,0.6800747144881545,0.46250161728614486,0.6800747144881545
OCTDPS,b3187,ispB,ECDH1ME8569_3076,7.370863494625745e-07,1.0825670982866313,1.79670256,0.254476186601156,0.03445482374368346,0.22509413569632425,0.22002136285747254,0.048409400113659594,0.22002136285747254
OGMEACPR,b1093,fabG,ECDH1ME8569_1028,5.6852260662193185e-06,1.00009600697465,3.3793273,0.5288302567941616,4.169329792307366e-05,0.6106767546009059,0.5287885634962386,0.27961734488441553,0.5287885634962386
OGMEACPS,b1091,fabH,ECDH1ME8569_1026,3.0173048494154176e-06,1.000180896986569,3.3793273,0.5288302567941616,7.855545805126202e-05,0.6106937747996307,0.5287517013361104,0.2795783616658313,0.5287517013361104
OHPBAT,b0907,serC,ECDH1ME8569_0858,1.1960560686817822e-05,1.005088313387255,5.669273,0.7535273706510278,0.002204223280588263,0.47041929126244886,0.7513231473704396,0.5644864717746233,0.7513231473704396
OMPDC,b1281,pyrF,ECDH1ME8569_1222,2.8674797518942317e-06,32.48321709099626,3.8406057,0.5843997221341155,1.5116590345986505,0.4664190949578813,0.927259312464535,0.8598098325522021,-0.927259312464535
OPHHX,b3835,ubiB,ECDH1ME8569_3714,6.497241700410439e-08,1.9366910431847737,4.361309,0.6396168576527541,0.28706034403246344,0.5557504270971312,0.35255651362029067,0.1242960952960942,0.35255651362029067
OPMEACPR,b1093,fabG,ECDH1ME8569_1028,5.6852260662193185e-06,1.00009600697465,3.3030312,0.5189126759995702,4.169329792307366e-05,0.605947994426452,0.5188709827016472,0.26922709668977307,0.5188709827016472
OPMEACPS,b2323,fabB,ECDH1ME8569_2261,1.6730102582075844e-05,1.0000326251050848,2.6032829,0.41552136566319553,1.4168671983909439e-05,0.49789852524735023,0.41550719699121164,0.17264623075149355,0.41550719699121164
P5CR,b0386,proC,ECDH1ME8569_0372,1.832651767422726e-06,33.918566891239664,7.013339,0.8459248316652335,1.5304374943990966,0.29203921284208234,0.6845126627338631,0.46855758544300347,-0.6845126627338631
PANTS,b0133,panC,ECDH1ME8569_0127,2.3836102374647256e-06,1.0659489323026397,5.177556,0.7141248048826243,0.02773639892092614,0.5292840746378284,0.6863884059616981,0.47112904383864096,0.6863884059616981
PAPPT3,b0087,mraY,ECDH1ME8569_0084,3.253117538277626e-07,24.3119209944289,3.1411726,0.4970918005080631,1.3858192757630958,0.46674631603885886,0.8887274752550327,0.7898365252731848,-0.8887274752550327
PE160abcpp,b0914,msbA,ECDH1ME8569_0865,1.0785790518083713e-06,12.625623511905603,8.8064246,0.9447996210498646,1.101252834798106,0.2768787686157447,0.1564532137482415,0.024477608092152943,-0.1564532137482415
PE161abcpp,b0914,msbA,ECDH1ME8569_0865,1.0785790518083713e-06,6.328769232593305,1.7332319,0.2388566735924786,0.8013192601810247,0.11782093744772569,0.5624625865885461,0.3163641613118777,-0.5624625865885461
PERD,b2320,pdxB,ECDH1ME8569_2258,1.9051812448249516e-06,1.0319439849762968,4.361309,0.6396168576527541,0.013656123961798893,0.5975655702471674,0.6259607336909552,0.3918268401229189,0.6259607336909552
PFK_3,b3916,pfkA,ECDH1ME8569_3785,2.893655346705464e-06,45.840546405678054,3.6768196,0.5654723221053293,1.661249785651231,0.4299674773629316,1.0957774635459017,1.20072824961509,-1.0957774635459017
PGCD,b2913,serA,ECDH1ME8569_2814,1.7601856919124743e-05,27.639667793685323,2.8394532999999997,0.453234730311576,1.4415328188672711,0.43702641539523296,0.9882980885556951,0.9767331118428406,-0.9882980885556951
PMEACPE,b3412,bioH,ECDH1ME8569_3291,1.4496739857570936e-07,1.0037651317480834,3.8153958,0.5815395972947541,0.0016321053205209084,0.618427113343867,0.5799074919742332,0.33629269924784533,0.5799074919742332
PNTK,b3974,coaA,ECDH1ME8569_3838,4.1214272413120955e-07,1.3814128965100807,14.036942,1.1472725054306865,0.14032350614893194,0.28231448672255066,1.0069489992817546,1.013946287154527,1.0069489992817546
PPC,b3956,ppc,ECDH1ME8569_3824,9.239368903896469e-06,88.41293965751218,4.9094386,0.6910318328843219,1.946515830743909,0.3049047051309521,1.255483997859587,1.5762400688814917,-1.255483997859587
PPCDC,b3639,dfp,ECDH1ME8569_3524,5.179613561834862e-07,1.3034908846187232,2.1224697,0.32684149904945087,0.11510799847049207,0.3520517311385491,0.2117335005789588,0.04483107526741994,0.2117335005789588
PPNCL2,b3639,dfp,ECDH1ME8569_3524,5.179613561834862e-07,1.3034908846187232,4.3498730000000005,0.6384765773674284,0.11510799847049207,0.6182487324560363,0.5233685788969363,0.2739146693765987,0.5233685788969363
PPND,b2600,tyrA,ECDH1ME8569_2521,1.746092938616221e-06,22.5877110657585,3.9314167,0.5945490781420245,1.3538722237545318,0.4807812810835821,0.7593231456125072,0.5765716394628729,-0.7593231456125072
PPNDH,b2599,pheA,ECDH1ME8569_2520,3.433097047918728e-06,15.727459184557851,3.951092,0.5967171422167944,1.1966585667901672,0.47955625668333896,0.5999414245733729,0.359929712919128,-0.5999414245733729
PPPGO3,b3850,hemG,ECDH1ME8569_3727,3.952211315771894e-07,1.1539874166620174,3.3684664,0.5274322196811656,0.06220107320095634,0.6291416670335254,0.46523114648020925,0.21644001965528992,0.46523114648020925
PRAGSr,b4005,purD,ECDH1ME8569_3865,3.472297973932126e-06,36.22996503699604,4.7269387,0.6745799703112995,1.5590679149275257,0.42332529420663595,0.8844879446162263,0.7823189241714366,-0.8844879446162263
PRAIS,b2499,purM,ECDH1ME8569_2425,5.738671437268987e-06,22.316595235826373,11.796071,1.0717373778858148,1.3486279365431035,0.24116608345485324,0.27689055865728873,0.07666838147354545,-0.27689055865728873
PRAMPC,b2026,hisI,ECDH1ME8569_1962,3.6587669637738274e-06,8.066591562731658,7.7938175,0.8917502321378492,0.9066900677843576,0.2984697064390343,0.01493983564650836,0.00022319868914468186,-0.01493983564650836
PRATPP,b2026,hisI,ECDH1ME8569_1962,3.6587669637738274e-06,8.066591562731656,16.144899000000002,1.2080353324823305,0.9066900677843575,0.30097755221183004,0.30134526469797307,0.09080896855589145,0.30134526469797307
PRFGS,b2557,purL,ECDH1ME8569_2484,4.321541854153945e-06,29.306780391835414,6.544847,0.8158994984295711,1.4669681099818526,0.32104633487932194,0.6510686115522815,0.42389033694861555,-0.6510686115522815
PSCVT,b0908,aroA,ECDH1ME8569_0859,3.3572564382961886e-06,31.981084219932026,2.12698,0.3277634062494734,1.5048931830735008,0.30029335084023745,1.1771297768240274,1.3856345114857846,-1.1771297768240274
PSD160,b4160,psd,ECDH1ME8569_4020,2.4926944614070883e-06,7.986625211271868,6.544847,0.8158994984295711,0.9023633047535464,0.3354591692191372,0.08646380632397532,0.007475989804029915,-0.08646380632397532
