Method,Reaction,True_Flux,Pred_Flux,Abs_Error,Rel_Error,Norm_Error,Bias_Ratio,Color
KinLLM,TALA_reverse,0.050266107,0.096515785,0.046249678,0.920096688,0.0009952561427396026,1.0440361520682684,#825ca6
KinLLM,EDD,0.52370334,0.0,0.52370334,1.0,0.02731552645926505,0.6562957327375813,#8a67ac
KinLLM,EDA,0.52370334,1.49e-14,0.52370334,1.0,0.02731552645926449,0.6562957327375911,#8a67ac
KinLLM,GAPD,7.345134359,11.52278366,4.177649298,0.568764177,0.048721006562207514,1.5006089921721297,#cab5d6
KinLLM,PGK_reverse,7.345134359,11.52278366,4.177649298,0.568764177,0.048721006562207514,1.5006089921721297,#cab5d6
KinLLM,PGM_reverse,6.504632486,10.68246336,4.177830879,0.642285462,0.06106813068079303,1.5567002623771122,#cab5d6
KinLLM,ENO,6.517420182,10.68246336,4.165043182,0.639063167,0.0604011449624261,1.5540521983822242,#c9b4d5
KinLLM,PYK,1.016368363,2.479691304,1.463322941,1.439756484,0.03991754117826578,1.7257220296904652,#997ab6
KinLLM,PDH,8.123372961,7.38781173,0.735561231,0.090548746,0.1468341696431214,0.9193761743442552,#8e6bae
KinLLM,CS,1.864637075,1.218783001,0.645854074,0.346369855,0.05158098775462166,0.774542443914994,#8c69ad
KinLLM,ACONTa,1.858279001,1.218783001,0.639496,0.34413347,0.051249360809914817,0.7762653681546605,#8c69ad
KinLLM,ACONTb,1.858279001,1.218783001,0.639496,0.34413347,0.051249360809914817,0.7762653681546605,#8c69ad
KinLLM,ICDHyr,1.128498485,1.218783001,0.090284516,0.080004109,0.013185179293993793,1.0424169980088103,#835da7
KinLLM,AKGDH,0.638321807,0.692930296,0.05460849,0.085550093,0.00732536986273194,1.0333319673623804,#835da7
KinLLM,SUCOAS,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
KinLLM,SUCOAS_reverse,0.605609684,0.436232841,0.169376843,0.279679878,0.01523923192285652,0.8945093289559407,#855fa8
KinLLM,SUCDi,1.667070399,0.855042032,0.812028367,0.487099026,0.05490789681384704,0.6955354581924554,#8f6daf
KinLLM,FUM,1.931696529,1.202962307,0.728734222,0.377250883,0.05567160261201656,0.7514291759766244,#8e6bae
KinLLM,MDH,2.520967301,1.202603324,1.318363977,0.522959571,0.08642047454637251,0.6255676737964684,#9777b4
KinLLM,PPCK,0.277459044,0.0,0.277459044,1.0,0.01447181883114281,0.7828039612673485,#8661a9
KinLLM,PPC,0.852685463,1.447356758,0.594671295,0.697409914,0.009766887127117665,1.3209780110419098,#8b68ac
KinLLM,ME1,0.000217836,0.0,0.000217836,1.0,1.136197646129288e-05,0.9997822114421883,#825ca6
KinLLM,ME2,0.104522832,0.0,0.104522832,1.0,0.005451743315391717,0.9053683373744872,#845ea7
KinLLM,ICL,0.729780516,0.0,0.729780516,1.0,0.038064181515921024,0.5781080262786357,#8e6bae
KinLLM,MALS,0.733197547,0.000327193,0.732870354,0.999553745,0.03823014638670341,0.5771570556001946,#8e6bae
fba,PGI,4.695625757,6.35,1.654374243,0.352322423,0.001059415345265352,1.2904640005475696,#9d7eb8
fba,PGI_reverse,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,PFK,5.224604289,0.0,5.224604289,1.0,0.27250698209289476,0.16065278266237432,#dfd1e7
fba,FBP,0.016247194,0.0,0.016247194,1.0,0.000847427586762789,0.9840125570865783,#825ca6
fba,FBA,5.208357096,8.27e-16,5.208357096,1.0,0.27165955455829033,0.16107320898862176,#ded0e7
fba,FBA_reverse,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,TPI,1.832697068,5.855140818,4.02244375,2.194821949,0.12926244517906446,2.420004911728881,#c7b1d4
fba,G6PDH2r,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,G6PDH2r_reverse,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,GND,0.174508416,8.73e-16,0.174508416,1.0,0.009102079155371465,0.8514200378450083,#855fa8
fba,RPE,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,RPE_reverse,0.251157409,0.379537535,0.128380126,0.511154047,0.0014752834128711739,1.1026090922505178,#845ea7
fba,RPI,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,RPI_reverse,0.409194847,0.360070276,0.049124571,0.120051783,0.007515290481085167,0.9651399725846429,#835da7
fba,TKT1,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,TKT1_reverse,0.049629137,0.096515785,0.046886648,0.944740337,0.001117886726818543,1.044669727951731,#835da7
fba,TKT2,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,TKT2_reverse,0.201528272,0.28302175,0.081493478,0.404377399,0.0003573966860526325,1.0678248526473293,#835da7
fba,TALA,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,TALA_reverse,0.050266107,6.020766252,5.970500145,118.7778515,0.2285916433141754,6.684749898341717,#eee6f5
fba,EDD,0.52370334,2.21e-15,0.52370334,1.0,0.027315526459264966,0.6562957327375828,#8a67ac
fba,EDA,0.52370334,0.0,0.52370334,1.0,0.02731552645926505,0.6562957327375813,#8a67ac
fba,GAPD,7.345134359,11.52278366,4.177649298,0.568764177,0.05939511963439453,1.5006089921721297,#cab5d6
fba,PGK_reverse,7.345134359,11.52278366,4.177649298,0.568764177,0.05939511963439453,1.5006089921721297,#cab5d6
fba,PGM_reverse,6.504632486,10.68246336,4.177830879,0.642285462,0.07096381432449123,1.5567002623771122,#cab5d6
fba,ENO,6.517420182,10.68246336,4.165043182,0.639063167,0.0702968286061243,1.5540521983822242,#c9b4d5
fba,PYK,1.016368363,2.479691304,1.463322941,1.439756484,0.04221459943641022,1.7257220296904652,#997ab6
fba,PDH,8.123372961,7.388980137,0.734392824,0.090404913,0.13994561157536395,0.9195042417821421,#8e6bae
fba,CS,1.864637075,1.218783001,0.645854074,0.346369855,0.05045196998018456,0.774542443914994,#8c69ad
fba,ACONTa,1.858279001,1.218783001,0.639496,0.34413347,0.050120343035477716,0.7762653681546605,#8c69ad
fba,ACONTb,1.858279001,1.218783001,0.639496,0.34413347,0.050120343035477716,0.7762653681546605,#8c69ad
fba,ICDHyr,1.128498485,1.218783001,0.090284516,0.080004109,0.012056161519556692,1.0424169980088103,#835da7
fba,AKGDH,0.638321807,0.692930296,0.05460849,0.085550093,0.006683474939691441,1.0333319673623804,#835da7
fba,SUCOAS,0.0,0.0,0.0,0.0,0.0,1.0,#825ca6
fba,SUCOAS_reverse,0.605609684,0.436232841,0.169376843,0.279679878,0.014835128295813734,0.8945093289559407,#855fa8
fba,SUCDi,1.667070399,0.855042032,0.812028367,0.487099026,0.0541158299313694,0.6955354581924554,#8f6daf
fba,FUM,1.931696529,1.202962307,0.728734222,0.377250883,0.05455724031334116,0.7514291759766244,#8e6bae
fba,MDH,2.520967301,1.202603324,1.318363977,0.522959571,0.08530644479105175,0.6255676737964684,#9777b4
fba,PPCK,0.277459044,0.0,0.277459044,1.0,0.01447181883114281,0.7828039612673485,#8661a9
fba,PPC,0.852685463,1.447356758,0.594671295,0.697409914,0.011107643852796396,1.3209780110419098,#8b68ac
fba,ME1,0.000217836,0.0,0.000217836,1.0,1.136197646129288e-05,0.9997822114421883,#825ca6
fba,ME2,0.104522832,0.0,0.104522832,1.0,0.005451743315391717,0.9053683373744872,#845ea7
fba,ICL,0.729780516,0.0,0.729780516,1.0,0.038064181515921024,0.5781080262786357,#8e6bae
fba,MALS,0.733197547,0.000327193,0.732870354,0.999553745,0.038229843291966804,0.5771570556001946,#8e6bae
